review_id,order_id,product_id,rating,review_text,review_time,duygu,guven,yildiz,compound
358,1172,634,5,"Excellent product, highly recommend!",2024-01-03,positive,0.861,5,0.7773
359,1172,612,4,Good value for money!,2023-07-04,positive,0.822,5,0.68
360,1177,246,4,Good value for money!,2022-10-30,positive,0.822,5,0.68
361,1177,1118,4,Good value for money!,2020-06-23,positive,0.822,5,0.68
362,1178,649,5,"Excellent product, highly recommend!",2024-05-19,positive,0.861,5,0.7773
363,1178,544,4,Good value for money!,2021-07-17,positive,0.822,5,0.68
364,1179,608,5,"Excellent product, highly recommend!",2022-04-07,positive,0.861,5,0.7773
365,1180,496,4,Good value for money!,2020-05-18,positive,0.822,5,0.68
366,1192,798,3,Okay overall.,2024-01-12,neutral,0.641,3,0.2263
367,1197,243,5,"Excellent product, highly recommend!",2021-10-07,positive,0.861,5,0.7773
368,1197,10,3,Okay overall.,2022-02-28,neutral,0.641,3,0.2263
369,1197,265,5,"Excellent product, highly recommend!",2020-09-29,positive,0.861,5,0.7773
370,1197,425,5,"Excellent product, highly recommend!",2022-11-23,positive,0.861,5,0.7773
371,1198,963,3,Okay overall.,2024-07-09,neutral,0.641,3,0.2263
372,1203,508,5,"Excellent product, highly recommend!",2020-03-13,positive,0.861,5,0.7773
373,1203,903,4,Good value for money!,2025-08-10,positive,0.822,5,0.68
374,1211,1098,5,"Excellent product, highly recommend!",2021-10-04,positive,0.861,5,0.7773
375,1220,496,5,"Excellent product, highly recommend!",2024-04-26,positive,0.861,5,0.7773
376,1220,363,5,"Excellent product, highly recommend!",2023-08-24,positive,0.861,5,0.7773
377,1220,1006,4,Good value for money!,2023-10-24,positive,0.822,5,0.68
378,1233,1162,1,"Very disappointed, would not buy again.",2023-08-13,negative,0.76,1,-0.5256
379,1233,1093,3,Okay overall.,2023-12-31,neutral,0.641,3,0.2263
380,1248,614,4,Good value for money!,2025-06-27,positive,0.822,5,0.68
381,1264,511,3,Okay overall.,2022-08-03,neutral,0.641,3,0.2263
382,1264,1155,5,"Excellent product, highly recommend!",2020-07-03,positive,0.861,5,0.7773
383,1264,398,3,Okay overall.,2024-01-29,neutral,0.641,3,0.2263
384,1272,1148,4,Good value for money!,2024-12-07,positive,0.822,5,0.68
385,1281,1018,2,Not great quality.,2022-03-24,negative,0.754,1,-0.5096
386,1284,1140,5,"Excellent product, highly recommend!",2025-02-16,positive,0.861,5,0.7773
387,1284,813,5,"Excellent product, highly recommend!",2020-02-15,positive,0.861,5,0.7773
388,1285,1174,1,"Very disappointed, would not buy again.",2023-12-19,negative,0.76,1,-0.5256
389,1285,945,5,"Excellent product, highly recommend!",2020-04-24,positive,0.861,5,0.7773
390,1293,1056,5,"Excellent product, highly recommend!",2024-02-09,positive,0.861,5,0.7773
391,1293,381,4,Good value for money!,2022-06-01,positive,0.822,5,0.68
392,1293,966,2,Not great quality.,2021-04-11,negative,0.754,1,-0.5096
393,1293,14,4,Good value for money!,2024-07-05,positive,0.822,5,0.68
394,1295,505,5,"Excellent product, highly recommend!",2024-03-05,positive,0.861,5,0.7773
395,1302,489,3,Okay overall.,2022-09-08,neutral,0.641,3,0.2263
396,1302,507,5,"Excellent product, highly recommend!",2021-09-19,positive,0.861,5,0.7773
397,1302,392,2,Not great quality.,2020-06-30,negative,0.754,1,-0.5096
398,1302,424,4,Good value for money!,2024-06-28,positive,0.822,5,0.68
399,1310,413,4,Good value for money!,2024-05-16,positive,0.822,5,0.68
400,1310,267,4,Good value for money!,2021-07-09,positive,0.822,5,0.68
401,1313,977,4,Good value for money!,2022-03-06,positive,0.822,5,0.68
402,1313,623,4,Good value for money!,2022-07-06,positive,0.822,5,0.68
403,1317,559,4,Good value for money!,2023-12-29,positive,0.822,5,0.68
404,1327,1022,2,Not great quality.,2023-07-09,negative,0.754,1,-0.5096
405,1338,743,4,Good value for money!,2023-01-24,positive,0.822,5,0.68
406,1341,1180,2,Not great quality.,2025-04-09,negative,0.754,1,-0.5096
407,1346,322,4,Good value for money!,2020-10-25,positive,0.822,5,0.68
408,1346,997,5,"Excellent product, highly recommend!",2020-02-06,positive,0.861,5,0.7773
409,1346,775,4,Good value for money!,2023-11-26,positive,0.822,5,0.68
410,1346,953,4,Good value for money!,2023-02-26,positive,0.822,5,0.68
411,1362,114,3,Okay overall.,2020-01-22,neutral,0.641,3,0.2263
412,1364,347,5,"Excellent product, highly recommend!",2021-03-06,positive,0.861,5,0.7773
413,1371,579,3,Okay overall.,2023-10-20,neutral,0.641,3,0.2263
414,1371,591,4,Good value for money!,2025-04-17,positive,0.822,5,0.68
415,1371,623,3,Okay overall.,2021-08-01,neutral,0.641,3,0.2263
416,1371,548,4,Good value for money!,2020-05-10,positive,0.822,5,0.68
417,1371,1016,5,"Excellent product, highly recommend!",2020-07-16,positive,0.861,5,0.7773
418,1371,570,5,"Excellent product, highly recommend!",2023-09-25,positive,0.861,5,0.7773
419,1375,479,3,Okay overall.,2020-05-13,neutral,0.641,3,0.2263
420,1383,406,5,"Excellent product, highly recommend!",2025-03-16,positive,0.861,5,0.7773
421,1392,997,5,"Excellent product, highly recommend!",2025-06-28,positive,0.861,5,0.7773
422,1392,559,5,"Excellent product, highly recommend!",2022-09-02,positive,0.861,5,0.7773
423,1395,1151,4,Good value for money!,2022-03-22,positive,0.822,5,0.68
424,1395,984,4,Good value for money!,2023-12-31,positive,0.822,5,0.68
425,1395,1160,3,Okay overall.,2022-09-29,neutral,0.641,3,0.2263
426,1397,511,1,"Very disappointed, would not buy again.",2021-05-09,negative,0.76,1,-0.5256
427,1397,289,4,Good value for money!,2025-09-02,positive,0.822,5,0.68
428,1397,461,5,"Excellent product, highly recommend!",2025-09-30,positive,0.861,5,0.7773
429,1399,382,3,Okay overall.,2020-05-20,neutral,0.641,3,0.2263
430,1399,930,4,Good value for money!,2021-03-31,positive,0.822,5,0.68
431,1411,845,5,"Excellent product, highly recommend!",2021-09-28,positive,0.861,5,0.7773
432,1411,1181,5,"Excellent product, highly recommend!",2020-11-16,positive,0.861,5,0.7773
433,1411,1086,5,"Excellent product, highly recommend!",2020-09-23,positive,0.861,5,0.7773
434,1411,1141,4,Good value for money!,2021-02-04,positive,0.822,5,0.68
435,1413,480,2,Not great quality.,2022-05-25,negative,0.754,1,-0.5096
436,1415,995,2,Not great quality.,2024-02-13,negative,0.754,1,-0.5096
437,1415,1112,4,Good value for money!,2023-07-15,positive,0.822,5,0.68
438,1422,1167,5,"Excellent product, highly recommend!",2023-10-29,positive,0.861,5,0.7773
439,1430,432,5,"Excellent product, highly recommend!",2025-03-09,positive,0.861,5,0.7773
440,1431,493,5,"Excellent product, highly recommend!",2024-08-08,positive,0.861,5,0.7773
441,1431,359,2,Not great quality.,2024-01-16,negative,0.754,1,-0.5096
442,1433,412,4,Good value for money!,2021-08-17,positive,0.822,5,0.68
443,1434,455,5,"Excellent product, highly recommend!",2024-11-07,positive,0.861,5,0.7773
444,1436,673,3,Okay overall.,2022-10-26,neutral,0.641,3,0.2263
445,1460,1084,2,Not great quality.,2021-06-13,negative,0.754,1,-0.5096
446,1460,1177,4,Good value for money!,2025-04-07,positive,0.822,5,0.68
447,1478,173,2,Not great quality.,2024-02-20,negative,0.754,1,-0.5096
448,1482,593,3,Okay overall.,2021-06-27,neutral,0.641,3,0.2263
449,1484,1160,5,"Excellent product, highly recommend!",2022-11-29,positive,0.861,5,0.7773
450,1488,993,3,Okay overall.,2023-08-19,neutral,0.641,3,0.2263
451,1488,1077,4,Good value for money!,2024-10-30,positive,0.822,5,0.68
452,1488,482,4,Good value for money!,2024-10-09,positive,0.822,5,0.68
453,1489,111,4,Good value for money!,2021-02-13,positive,0.822,5,0.68
454,1489,9,1,"Very disappointed, would not buy again.",2021-07-07,negative,0.76,1,-0.5256
455,1506,1150,4,Good value for money!,2021-05-12,positive,0.822,5,0.68
456,1506,532,3,Okay overall.,2022-03-15,neutral,0.641,3,0.2263
457,1512,770,4,Good value for money!,2023-06-16,positive,0.822,5,0.68
458,1512,835,5,"Excellent product, highly recommend!",2021-03-25,positive,0.861,5,0.7773
459,1512,825,4,Good value for money!,2020-08-17,positive,0.822,5,0.68
460,1520,1175,5,"Excellent product, highly recommend!",2020-03-23,positive,0.861,5,0.7773
461,1525,948,5,"Excellent product, highly recommend!",2021-08-06,positive,0.861,5,0.7773
462,1526,428,5,"Excellent product, highly recommend!",2022-12-09,positive,0.861,5,0.7773
463,1530,468,5,"Excellent product, highly recommend!",2021-10-04,positive,0.861,5,0.7773
464,1532,461,5,"Excellent product, highly recommend!",2022-09-12,positive,0.861,5,0.7773
465,1532,1013,3,Okay overall.,2022-06-15,neutral,0.641,3,0.2263
466,1532,203,5,"Excellent product, highly recommend!",2022-01-18,positive,0.861,5,0.7773
467,1533,1023,4,Good value for money!,2020-06-02,positive,0.822,5,0.68
468,1533,1086,5,"Excellent product, highly recommend!",2021-06-03,positive,0.861,5,0.7773
469,1533,896,5,"Excellent product, highly recommend!",2023-06-13,positive,0.861,5,0.7773
470,1544,1071,5,"Excellent product, highly recommend!",2021-10-29,positive,0.861,5,0.7773
471,1545,576,5,"Excellent product, highly recommend!",2020-12-21,positive,0.861,5,0.7773
472,1546,679,5,"Excellent product, highly recommend!",2023-09-04,positive,0.861,5,0.7773
473,1554,105,3,Okay overall.,2021-12-23,neutral,0.641,3,0.2263
474,1555,472,5,"Excellent product, highly recommend!",2023-12-31,positive,0.861,5,0.7773
475,1555,386,4,Good value for money!,2021-07-19,positive,0.822,5,0.68
476,1555,463,1,"Very disappointed, would not buy again.",2020-07-25,negative,0.76,1,-0.5256
477,1558,1174,4,Good value for money!,2024-06-04,positive,0.822,5,0.68
478,1558,1137,5,"Excellent product, highly recommend!",2025-08-11,positive,0.861,5,0.7773
479,1560,327,5,"Excellent product, highly recommend!",2025-06-02,positive,0.861,5,0.7773
480,1562,954,1,"Very disappointed, would not buy again.",2024-08-12,negative,0.76,1,-0.5256
481,1562,1060,5,"Excellent product, highly recommend!",2025-10-25,positive,0.861,5,0.7773
482,1562,982,4,Good value for money!,2022-03-14,positive,0.822,5,0.68
483,1567,678,2,Not great quality.,2022-02-21,negative,0.754,1,-0.5096
484,1571,879,3,Okay overall.,2020-06-19,neutral,0.641,3,0.2263
485,1571,744,5,"Excellent product, highly recommend!",2024-11-03,positive,0.861,5,0.7773
486,1577,805,4,Good value for money!,2020-08-10,positive,0.822,5,0.68
487,1579,383,3,Okay overall.,2022-05-15,neutral,0.641,3,0.2263
488,1579,538,5,"Excellent product, highly recommend!",2025-06-19,positive,0.861,5,0.7773
489,1580,787,4,Good value for money!,2021-12-28,positive,0.822,5,0.68
490,1580,491,4,Good value for money!,2023-03-07,positive,0.822,5,0.68
491,1580,1097,5,"Excellent product, highly recommend!",2020-06-13,positive,0.861,5,0.7773
492,1580,1149,4,Good value for money!,2024-10-12,positive,0.822,5,0.68
493,1582,1101,4,Good value for money!,2021-12-07,positive,0.822,5,0.68
494,1582,321,4,Good value for money!,2022-10-20,positive,0.822,5,0.68
495,1582,241,5,"Excellent product, highly recommend!",2022-08-18,positive,0.861,5,0.7773
496,1604,696,3,Okay overall.,2024-07-13,neutral,0.641,3,0.2263
497,1604,652,4,Good value for money!,2024-08-27,positive,0.822,5,0.68
498,1609,734,4,Good value for money!,2025-04-12,positive,0.822,5,0.68
499,1609,861,5,"Excellent product, highly recommend!",2021-02-15,positive,0.861,5,0.7773
500,1609,647,5,"Excellent product, highly recommend!",2022-07-31,positive,0.861,5,0.7773
501,1613,959,5,"Excellent product, highly recommend!",2025-01-27,positive,0.861,5,0.7773
502,1620,327,5,"Excellent product, highly recommend!",2023-10-10,positive,0.861,5,0.7773
503,1624,651,1,"Very disappointed, would not buy again.",2020-11-05,negative,0.76,1,-0.5256
504,1625,451,5,"Excellent product, highly recommend!",2021-06-07,positive,0.861,5,0.7773
505,1627,944,1,"Very disappointed, would not buy again.",2020-03-18,negative,0.76,1,-0.5256
506,1627,795,3,Okay overall.,2020-08-12,neutral,0.641,3,0.2263
507,1627,1140,5,"Excellent product, highly recommend!",2021-10-14,positive,0.861,5,0.7773
508,1628,879,4,Good value for money!,2020-04-01,positive,0.822,5,0.68
509,1633,670,5,"Excellent product, highly recommend!",2020-08-30,positive,0.861,5,0.7773
510,1647,1138,5,"Excellent product, highly recommend!",2021-08-27,positive,0.861,5,0.7773
511,1647,1172,3,Okay overall.,2021-12-25,neutral,0.641,3,0.2263
512,1648,880,5,"Excellent product, highly recommend!",2022-10-01,positive,0.861,5,0.7773
513,1648,1013,4,Good value for money!,2021-08-27,positive,0.822,5,0.68
514,1648,1022,5,"Excellent product, highly recommend!",2023-12-24,positive,0.861,5,0.7773
515,1662,871,4,Good value for money!,2020-02-17,positive,0.822,5,0.68
516,1662,885,3,Okay overall.,2024-03-20,neutral,0.641,3,0.2263
517,1675,389,2,Not great quality.,2020-09-06,negative,0.754,1,-0.5096
518,1678,296,5,"Excellent product, highly recommend!",2023-07-31,positive,0.861,5,0.7773
519,1678,1138,5,"Excellent product, highly recommend!",2021-03-31,positive,0.861,5,0.7773
520,1678,219,5,"Excellent product, highly recommend!",2024-01-01,positive,0.861,5,0.7773
521,1684,1025,2,Not great quality.,2022-07-16,negative,0.754,1,-0.5096
522,1685,1017,3,Okay overall.,2021-07-03,neutral,0.641,3,0.2263
523,1685,865,4,Good value for money!,2023-09-19,positive,0.822,5,0.68
524,1687,936,2,Not great quality.,2023-06-21,negative,0.754,1,-0.5096
525,1687,705,2,Not great quality.,2020-02-18,negative,0.754,1,-0.5096
526,1687,602,5,"Excellent product, highly recommend!",2021-09-06,positive,0.861,5,0.7773
527,1689,507,4,Good value for money!,2023-01-04,positive,0.822,5,0.68
528,1692,366,5,"Excellent product, highly recommend!",2022-01-16,positive,0.861,5,0.7773
529,1692,418,5,"Excellent product, highly recommend!",2023-07-13,positive,0.861,5,0.7773
530,1692,474,2,Not great quality.,2025-05-03,negative,0.754,1,-0.5096
531,1692,478,4,Good value for money!,2021-12-14,positive,0.822,5,0.68
532,1692,502,5,"Excellent product, highly recommend!",2021-07-08,positive,0.861,5,0.7773
533,1695,487,3,Okay overall.,2025-01-14,neutral,0.641,3,0.2263
534,1695,455,5,"Excellent product, highly recommend!",2024-05-17,positive,0.861,5,0.7773
535,1696,410,2,Not great quality.,2021-10-29,negative,0.754,1,-0.5096
536,1696,517,5,"Excellent product, highly recommend!",2022-08-02,positive,0.861,5,0.7773
537,1698,623,5,"Excellent product, highly recommend!",2020-10-25,positive,0.861,5,0.7773
538,1709,372,5,"Excellent product, highly recommend!",2022-02-12,positive,0.861,5,0.7773
539,1709,336,5,"Excellent product, highly recommend!",2022-06-10,positive,0.861,5,0.7773
540,1710,104,3,Okay overall.,2021-09-09,neutral,0.641,3,0.2263
541,1713,620,5,"Excellent product, highly recommend!",2025-01-17,positive,0.861,5,0.7773
542,1715,425,5,"Excellent product, highly recommend!",2022-02-03,positive,0.861,5,0.7773
543,1720,922,3,Okay overall.,2022-08-05,neutral,0.641,3,0.2263
544,1724,615,4,Good value for money!,2021-10-25,positive,0.822,5,0.68
545,1724,5,5,"Excellent product, highly recommend!",2025-07-23,positive,0.861,5,0.7773
546,1724,957,4,Good value for money!,2020-04-21,positive,0.822,5,0.68
547,1728,594,5,"Excellent product, highly recommend!",2021-06-22,positive,0.861,5,0.7773
548,1728,362,5,"Excellent product, highly recommend!",2020-07-12,positive,0.861,5,0.7773
549,1737,1154,4,Good value for money!,2022-05-18,positive,0.822,5,0.68
550,1743,177,3,Okay overall.,2025-06-23,neutral,0.641,3,0.2263
551,1743,374,1,"Very disappointed, would not buy again.",2020-08-10,negative,0.76,1,-0.5256
552,1747,366,3,Okay overall.,2022-07-20,neutral,0.641,3,0.2263
553,1747,321,4,Good value for money!,2021-02-20,positive,0.822,5,0.68
554,1747,622,5,"Excellent product, highly recommend!",2025-10-14,positive,0.861,5,0.7773
555,1747,496,5,"Excellent product, highly recommend!",2022-04-28,positive,0.861,5,0.7773
556,1753,632,1,"Very disappointed, would not buy again.",2023-07-11,negative,0.76,1,-0.5256
557,1762,510,3,Okay overall.,2024-10-28,neutral,0.641,3,0.2263
558,1762,425,3,Okay overall.,2022-01-02,neutral,0.641,3,0.2263
559,1768,1028,4,Good value for money!,2024-05-27,positive,0.822,5,0.68
560,1768,1159,4,Good value for money!,2022-10-19,positive,0.822,5,0.68
561,1768,1191,4,Good value for money!,2021-09-01,positive,0.822,5,0.68
562,1770,860,5,"Excellent product, highly recommend!",2021-04-15,positive,0.861,5,0.7773
563,1772,148,1,"Very disappointed, would not buy again.",2022-11-16,negative,0.76,1,-0.5256
564,1776,636,4,Good value for money!,2023-12-08,positive,0.822,5,0.68
565,1778,695,4,Good value for money!,2025-08-08,positive,0.822,5,0.68
566,1779,444,3,Okay overall.,2025-09-08,neutral,0.641,3,0.2263
567,1779,35,4,Good value for money!,2021-02-15,positive,0.822,5,0.68
568,1779,1100,4,Good value for money!,2023-07-28,positive,0.822,5,0.68
569,1779,1170,5,"Excellent product, highly recommend!",2024-03-21,positive,0.861,5,0.7773
570,1780,1081,4,Good value for money!,2021-08-08,positive,0.822,5,0.68
571,1792,1004,4,Good value for money!,2021-05-04,positive,0.822,5,0.68
572,1792,540,5,"Excellent product, highly recommend!",2020-01-03,positive,0.861,5,0.7773
573,1796,142,3,Okay overall.,2021-08-27,neutral,0.641,3,0.2263
574,1796,94,5,"Excellent product, highly recommend!",2024-06-14,positive,0.861,5,0.7773
575,1796,980,4,Good value for money!,2023-08-05,positive,0.822,5,0.68
576,1799,678,3,Okay overall.,2022-05-17,neutral,0.641,3,0.2263
577,1799,699,1,"Very disappointed, would not buy again.",2021-12-26,negative,0.76,1,-0.5256
578,1804,432,3,Okay overall.,2023-09-28,neutral,0.641,3,0.2263
579,1806,404,4,Good value for money!,2021-12-20,positive,0.822,5,0.68
580,1811,839,5,"Excellent product, highly recommend!",2023-10-25,positive,0.861,5,0.7773
581,1812,1036,5,"Excellent product, highly recommend!",2023-06-04,positive,0.861,5,0.7773
582,1812,747,4,Good value for money!,2020-06-26,positive,0.822,5,0.68
583,1812,460,4,Good value for money!,2025-05-07,positive,0.822,5,0.68
584,1815,1047,4,Good value for money!,2021-03-14,positive,0.822,5,0.68
585,1819,1058,5,"Excellent product, highly recommend!",2025-10-06,positive,0.861,5,0.7773
586,1821,952,4,Good value for money!,2023-05-26,positive,0.822,5,0.68
587,1824,1016,4,Good value for money!,2024-10-14,positive,0.822,5,0.68
588,1829,1195,5,"Excellent product, highly recommend!",2025-07-18,positive,0.861,5,0.7773
589,1829,1170,1,"Very disappointed, would not buy again.",2022-01-10,negative,0.76,1,-0.5256
590,1832,747,5,"Excellent product, highly recommend!",2020-03-25,positive,0.861,5,0.7773
591,1832,798,4,Good value for money!,2021-06-19,positive,0.822,5,0.68
592,1835,485,5,"Excellent product, highly recommend!",2021-06-04,positive,0.861,5,0.7773
